0 
0  start
0 whether what
0 which a
0 which after
0 which always
0 which at
0 which distinguished
1 which has
0 which have
2 which he
0 which i
1 which in
0 which indifference
0 which it
0 which our
0 which produced
0 which said
0 which seemed
3 which she
0 which showed
0 which they
0 which though
0 which to
0 which was
0 which way
0 while felt
0 while his
0 while i
0 while in
0 while suffering
0 while waiting
0 whirl it
0 whisper something
0 whisper what
0 whispered anna
0 whispered the
0 white dress
0 white hands
0 white shoulders
0 white teeth
0 who also
0 who begged
0 who did
0 who does
0 who evidently
0 who from
0 who gives
9 who had
0 who having
0 who in
3 who is
0 who knew
0 who like
0 who looked
0 who made
0 who now
0 who saw
0 who say
0 who so
0 who talked
0 who thank
0 who touches
0 who wants
5 who was
0 who wished
0 who with
0 who would
0 whoever was
0 whole body
1 whole company
1 whole evening
0 whole month
0 whole nation
0 whole responsibility
1 whole world
0 whom a
0 whom and
2 whom he
0 whom i
0 whom not
0 whom sat
0 whom to
0 whose center
0 why anna
0 why are
0 why has
0 why he
0 why it
0 why no
0 why they
0 wicked trick
0 widely in
0 widger war
0 wife addressing
0 wife andre
0 wife he
0 wife it
0 wife looking
0 wife s
0 wife she
0 wife that
0 wife this
0 will again
0 will always
6 will be
0 will catch
0 will certainly
0 will change
0 will come
0 will do
0 will fulfill
0 will go
2 will have
0 will it
0 will leave
0 will make
5 will not
0 will prove
0 will remarked
0 will save
0 will speak
0 will talk
0 will you
0 willingness to
0 wind the
0 winter and
0 wintzingerode you
0 wish but
0 wish for
1 wish to
0 wished and
0 wished both
0 wished it
0 wished nor
5 wished to
0 wishing to
0 wit and
15 with a
3 with an
0 with animation
0 with as
0 with baron
0 with close
0 with difficulty
0 with firm
0 with glad
5 with her
4 with his
0 with huge
0 with is
0 with it
1 with me
0 with michael
0 with mortemart
0 with moss
0 with mournful
0 with prince
0 with quick
0 with rapturous
1 with sadness
0 with said
0 with soft
0 with studied
0 with such
15 with the
0 with them
0 with these
1 with which
0 with whoever
0 with women
2 with you
0 with your
0 without altering
0 without availing
0 without exception
0 without heeding
1 without looking
0 without this
1 without waiting
0 witty or
0 woman her
0 woman in
0 woman so
0 woman this
1 woman with
0 womanly and
0 women anna
0 women i
0 women in
0 women mostly
3 won t
0 wonderful classic
0 wonderful raconteur
0 wonderful sovereign
0 word in
0 word or
0 word saw
0 word that
0 word to
0 word when
0 words about
0 words after
0 words do
0 words frightened
0 words had
0 words i
0 words in
0 words she
0 words suggested
0 words were
0 words which
0 wore a
0 work as
0 work goes
0 work in
0 work nearer
0 work now
0 work prince
0 work said
0 workbag joined
0 workbag on
0 workbag there
0 world but
0 world had
0 world he
0 world knew
0 world said
0 worn face
4 would be
3 would have
0 would it
0 would meet
0 would save
0 would say
0 would soon
0 would speak
0 would you
0 wound up
0 wrapping it
0 wretched war
0 wrinkles round
0 write to
0 writes in
0 written in
0 wrote that
16 x chapter
16 xi chapter
0 xii book
15 xii chapter
0 xiii book
14 xiii chapter
14 xiv chapter
2 xix book
8 xix chapter
14 xv chapter
0 xv in
1 xvi book
11 xvi chapter
0 xvi second
11 xvii chapter
0 xvii for
11 xviii chapter
7 xx chapter
0 xx first
0 xxi book
6 xxi chapter
1 xxii book
4 xxii chapter
0 xxiii book
3 xxiii chapter
3 xxiv chapter
1 xxix chapter
3 xxv chapter
0 xxvi book
2 xxvi chapter
2 xxvii chapter
0 xxviii book
1 xxviii chapter
1 xxx chapter
1 xxxi chapter
1 xxxii chapter
1 xxxiii chapter
0 xxxiv book
0 xxxiv chapter
0 xxxix book
0 xxxv chapter
0 xxxvi chapter
0 xxxvii chapter
0 xxxviii chapter
0 year and
0 year in
0 year longer
0 years if
0 years overflowed
0 yes do
0 yes i
0 yes ideas
0 yes if
0 yes of
0 yes she
0 yes yes
0 yet asked
0 yet entered
0 yet had
0 yet i
0 yet more
0 yet seen
0 you again
0 you all
0 you alone
0 you always
1 you and
0 you appreciate
6 you are
0 you as
0 you ask
0 you but
0 you call
0 you can
1 you come
0 you consider
2 you do
2 you don
0 you done
0 you expect
0 you explain
1 you for
0 you give
0 you go
0 you had
3 you have
0 you hear
0 you heard
1 you i
1 you if
9 you know
0 you may
0 you monsieur
0 you must
0 you my
0 you never
0 you not
0 you of
0 you pierre
0 you ready
0 you satisfied
0 you see
0 you sit
0 you still
1 you think
0 you thinking
3 you to
0 you tonight
0 you too
0 you two
2 you were
5 you will
0 you wished
0 you with
1 you would
0 you wrote
0 young bolkonski
0 young jacobin
8 young man
0 young men
0 young ones
1 young people
1 young princess
0 young woman
0 younger son
0 youngest i
0 your charming
0 your daughter
0 your enchanting
0 your faithful
1 your family
0 your father
0 your friend
0 your innocent
0 your kindness
0 your little
0 your most
0 your opinions
0 your prodigal
0 your son
0 your wife
0 your younger
0 your youngest
0 yours princess
0 yours rich
0 yourself but
0 youth and
0 youth how
0 youthful and
